kalimat,kata,entitas,postag
416,mengatakan,O,VB
416,kesepakatan,O,NN
416,ini,O,PR
416,semestinya,O,RB
416,tidak,O,NEG
416,diteken,O,NN
416,Aburizal,PER,NNP
416,cs,O,NNP
416,demi,O,IN
416,kepentingan,O,NN
416,politik,O,NN
416,sesaat,O,NN
416,kala,O,NN
416,itu,O,PR
416,",",O,Z
416,yakni,O,SC
416,pemilihan,O,NN
416,pimpinan,O,NN
416,Dewan,ORG,NNP
416,Perwakilan,ORG,NNP
416,Rakyat,ORG,NNP
416,.,O,Z
417,"""",O,Z
417,Kepentingan,O,NN
417,bangsa,O,NN
417,ke,O,IN
417,depan,O,NN
417,lebih,O,RB
417,berarti,O,VB
417,dari,O,IN
417,kepentingan,O,NN
417,sesaat,O,NN
417,.,O,Z
417,"""",O,Z
417,Didi,O,NNP
417,mengatakan,O,VB
417,partainya,O,RB
417,tetap,O,RB
417,ingin,O,RB
417,mempertahankan,O,VB
417,pemilihan,O,NN
417,kepala,O,NN
417,daerah,O,NN
417,secara,O,IN
417,langsung,O,RB
417,dengan,O,IN
417,sepuluh,O,CD
417,perbaikan,O,NN
417,seperti,O,IN
417,yang,O,SC
417,tertuang,O,VB
417,dalam,O,IN
417,perpu,O,NN
417,tersebut,O,PR
417,.,O,Z
418,(,O,Z
418,Baca:,O,NNP
418,Perpu,O,NNP
418,Pilkada,O,NNP
418,",",O,Z
418,'Tak,O,NN
418,Ada,O,NNP
418,Koalisi,O,NNP
418,Permalukan,O,NNP
418,SBY',O,NNP
418,),O,Z
418,Musababnya,O,NNP
418,",",O,Z
418,pemilihan,O,NN
418,secara,O,IN
418,langsung,O,RB
418,merupakan,O,VB
418,kehendak,O,NN
418,rakyat,O,NN
418,.,O,Z
419,Karena,O,SC
419,itu,O,PR
419,",",O,Z
419,Didi,PER,NNP
419,melanjutkan,O,VB
419,",",O,Z
419,partainya,O,RB
419,akan,O,MD
419,berupaya,O,VB
419,menjalin,O,VB
419,komunikasi,O,NN
419,dengan,O,IN
419,partai-partai,O,NN
419,Koalisi,O,NNP
419,Prabowo,O,NNP
419,agar,O,SC
419,tak,O,NEG
419,ikut,O,VB
419,menolak,O,VB
419,perpu,O,NN
419,pilkada,O,IN
419,langsung,O,RB
419,seperti,O,IN
419,Golkar,ORG,NNP
419,.,O,Z
420,"""",O,Z
420,Lobi-lobi,O,NNP
420,akan,O,MD
420,kami,O,PRP
420,jalankan,O,VB
420,",",O,Z
420,"""",O,Z
420,ujarnya,O,RB
420,.,O,Z
421,Adapun,O,NNP
421,Ketua,O,NNP
421,Umum,O,NNP
421,Demokrat,O,NNP
421,Susilo,PER,NNP
421,Bambang,PER,NNP
421,Yudhoyono,PER,NNP
421,dalam,O,IN
421,cuitannya,O,NN
421,di,O,IN
421,Twitter,O,NNP
421,menganggap,O,VB
421,Partai,ORG,NNP
421,Golkar,ORG,NNP
421,telah,O,MD
421,melanggar,O,VB
421,nota,O,NN
421,perjanjian,O,NN
421,yang,O,SC
421,disepakati,O,VB
421,saat,O,NN
421,Demokrat,ORG,NNP
421,hendak,O,NEG
421,bergabung,O,VB
421,dengan,O,IN
421,koalisi,O,NN
421,pendukung,O,NN
421,Prabowo,O,NNP
421,untuk,O,SC
421,memenangi,O,VB
421,voting,O,FW
421,paket,O,FW
421,pimpinan,O,NN
421,DPR,O,NNP
421,.,O,Z
422,Atas,O,NN
422,perubahan,O,NN
422,sikap,O,NN
422,Golkar,ORG,NNP
422,itulah,O,NNP
422,SBY,PER,NNP
422,menyeru,O,VB
422,pimpinan,O,NN
422,partainya,O,NN
422,agar,O,SC
422,merapat,O,VB
422,ke,O,IN
422,koalisi,O,NN
422,Joko,PER,NNP
422,Widodo,PER,NNP
422,supaya,O,SC
422,perpu,O,VB
422,pilkada,O,IN
422,tidak,O,NEG
422,ditolak,O,VB
422,DPR,O,NNP
422,.,O,Z
423,Dewan,O,NN
423,akan,O,MD
423,mulai,O,VB
423,membahas,O,VB
423,perpu,O,NN
423,tersebut,O,PR
423,seusai,O,SC
423,reses,O,NN
423,pada,O,IN
423,12,O,CD
423,Januari,O,NNP
423,mendatang,O,VB
423,.,O,Z
424,Ketua,O,NNP
424,Umum,O,NNP
424,Partai,ORG,NNP
424,Kebangkitan,ORG,NNP
424,Bangsa,ORG,NNP
424,(,ORG,Z
424,PKB,ORG,NNP
424,),ORG,Z
424,Muhaimin,PER,NNP
424,Iskandar,PER,NNP
424,mengaku,O,VB
424,setuju,O,VB
424,dengan,O,IN
424,wacana,O,NN
424,presiden,O,NN
424,terpilih,O,VB
424,Joko,PER,NNP
424,Widodo,PER,NNP
424,(,PER,Z
424,Jokowi,PER,NNP
424,),PER,Z
424,yang,O,SC
424,mengharuskan,O,VB
424,menteri,O,NN
424,meninggalkan,O,VB
424,posisi,O,NN
424,struktural,O,JJ
424,partai,O,NN
424,.,O,Z
425,Pria,O,NN
425,yang,O,SC
425,akrab,O,VB
425,disapa,O,CD
425,Cak,PER,NNP
425,Imin,PER,NNP
425,itu,O,PR
425,pun,O,RP
425,meyakini,O,PR
425,jika,O,SC
425,nantinya,O,RB
425,ada,O,VB
425,kader,O,NN
425,PKB,ORG,NN
425,yang,O,SC
425,terpilih,O,VB
425,menjadi,O,VB
425,menteri,O,NN
425,Jokowi,PER,NNP
425,maka,O,SC
425,akan,O,MD
425,menyerahkan,O,VB
425,waktunya,O,NN
425,untuk,O,SC
425,kabinet,O,NN
425,.,O,Z
426,"""",O,Z
426,Kader,O,NNP
426,PKB,O,NNP
426,yang,O,SC
426,terpilih,O,VB
426,menjadi,O,VB
426,menteri,O,NN
426,",",O,Z
426,100,O,CD
426,persen,O,CD
426,waktunya,O,NN
426,untuk,O,SC
426,kabinet,O,NN
426,",",O,Z
426,"""",O,Z
426,kata,O,VB
426,Cak,PER,NNP
426,Imin,PER,NNP
426,di,O,IN
426,Hotel,LOC,NNP
426,Grand,LOC,NNP
426,Sahid,LOC,NNP
426,Jaya,LOC,NNP
426,",",LOC,Z
426,Sudirman,LOC,NNP
426,",",LOC,Z
426,Jakarta,LOC,NNP
426,Pusat,LOC,NNP
426,",",O,Z
426,Senin,TIM,NNP
426,(,TIM,Z
426,8/9/2014,TIM,CD
426,),TIM,Z
426,.,O,Z
427,Menteri,O,NNP
427,Tenaga,O,NNP
427,Kerja,O,NNP
427,dan,O,CC
427,Transmigrasi,O,NN
427,itu,O,PR
427,mengatakan,O,VB
427,",",O,Z
427,dirinya,O,RB
427,kerap,O,VB
427,berkomunikasi,O,NN
427,dengan,O,IN
427,Jokowi,PER,NNP
427,terkait,O,VB
427,pembahasan,O,NN
427,menteri,O,NN
427,.,O,Z
428,Menurutnya,O,RB
428,",",O,Z
428,ia,O,PRP
428,mendukung,O,VB
428,langkah,O,NN
428,Jokowi,PER,NNP
428,semua,O,CD
428,menteri,O,NN
428,nantinya,O,NN
428,haruslah,O,NN
428,profesional,O,JJ
428,.,O,Z
429,"""",O,Z
429,Tidak,O,NEG
429,hanya,O,RB
429,dari,O,IN
429,partai,O,NN
429,yang,O,SC
429,profesional,O,JJ
429,",",O,Z
429,mereka,O,PRP
429,(,O,Z
429,calon,O,NN
429,menteri,O,NN
429,),O,Z
429,yang,O,SC
429,berasal,O,VB
429,dari,O,IN
429,independen,O,NN
429,pun,O,RP
429,harus,O,MD
429,profesional,O,JJ
429,",",O,Z
429,"""",O,Z
429,ujarnya,O,RB
429,.,O,Z
430,Masih,O,MD
430,kata,O,VB
430,Cak,PER,NNP
430,Imin,PER,NNP
430,",",O,Z
430,nantinya,O,RB
430,dengan,O,IN
430,diisi,O,NN
430,oleh,O,IN
430,sosok,O,NN
430,profesional,O,JJ
430,",",O,Z
430,kabinet,O,NN
430,Jokowi,PER,NNP
430,yang,O,SC
430,bercita-cita,O,PRP
430,ciptakan,O,VB
430,kabinet,O,NN
430,kerja,O,NN
430,dapat,O,MD
430,terwujud,O,VB
430,.,O,Z
431,"""",O,Z
431,Untuk,O,SC
431,menciptakan,O,VB
431,kabinet,O,NN
431,kerja,O,NN
431,harus,O,MD
431,dicari,O,VB
431,oraang-orang,O,NN
431,yang,O,SC
431,pekerja,O,NN
431,juga,O,RB
431,",",O,Z
431,"""",O,Z
431,tandasnya,O,RB
431,.,O,Z
432,Ketua,O,NNP
432,Dewan,O,NNP
432,Pakar,O,NNP
432,Partai,ORG,NNP
432,Golkar,ORG,NNP
432,Siswono,PER,NNP
432,Yudo,PER,NNP
432,Husodo,PER,NNP
432,mengatakan,O,VB
432,",",O,Z
432,Golkar,ORG,NNP
432,tidak,O,NEG
432,akan,O,MD
432,mungkin,O,MD
432,berada,O,VB
432,di,O,IN
432,luar,O,NN
432,pemerintahan,O,NN
432,.,O,Z
433,Siswono,PER,NNP
433,mendukung,O,VB
433,Golkar,ORG,NNP
433,ikut,O,VB
433,bergabung,O,VB
433,dalam,O,IN
433,pemerintahan,O,NN
433,presiden,O,NN
433,dan,O,CC
433,wakil,O,NN
433,presiden,O,NN
433,terpilih,O,VB
433,Joko,PER,NNP
433,Widodo-Jusuf,PER,NNP
433,Kalla,PER,NNP
433,.,O,Z
434,"""",O,Z
434,Sangat,O,RB
434,sulit,O,JJ
434,dimengerti,O,VB
434,jika,O,SC
434,partai,O,NN
434,nomor,O,NN
434,dua,O,CD
434,terbesar,O,JJ
434,ini,O,PR
434,berada,O,VB
434,di,O,IN
434,luar,O,NN
434,pemerintahan,O,NN
434,",",O,Z
434,"""",O,Z
434,ujar,O,VB
434,Siswono,ORG,NNP
434,di,O,IN
434,Gedung,LOC,NNP
434,DPR,LOC,NNP
434,RI,LOC,NNP
434,",",LOC,Z
434,Senayan,LOC,NNP
434,",",LOC,Z
434,Jakarta,LOC,NNP
434,",",O,Z
434,Rabu,TIM,NNP
434,(,TIM,Z
434,20/8/2014,TIM,CD
434,),TIM,Z
434,.,O,Z
435,Ia,O,PRP
435,menuturkan,O,VB
435,",",O,Z
435,selama,O,IN
435,31,O,CD
435,tahun,O,NN
435,aktif,O,JJ
435,di,O,IN
435,Golkar,O,NNP
435,",",O,Z
435,ia,O,PRP
435,merasa,O,VB
435,bahwa,O,SC
435,partai,O,NN
435,berlambang,O,NN
435,pohon,O,NN
435,beringin,O,NN
435,itu,O,PR
435,selalu,O,RB
435,mempunyai,O,VB
435,kader-kader,O,NN
435,potensial,O,JJ
435,untuk,O,SC
435,masuk,O,VB
435,dalam,O,IN
435,pemerintahan,O,NN
435,.,O,Z
436,Mantan,O,NNP
436,Menteri,O,NNP
436,Perumahan,O,NNP
436,Rakyat,O,NN
436,itu,O,PR
436,lebih,O,RB
436,setuju,O,VB
436,jika,O,SC
436,Golkar,ORG,NNP
436,mengikuti,O,VB
436,pemerintahan,O,NN
436,Jokowi-JK,O,NNP
436,.,O,Z
437,"""",O,Z
437,Kita,O,PRP
437,semua,O,CD
437,ingat,O,NN
437,",",O,Z
437,tema,O,NN
437,Golkar,ORG,NNP
437,adalah,O,VB
437,suara,O,NN
437,rakyat,O,NN
437,",",O,Z
437,suara,O,NN
437,Golkar,ORG,NNP
437,.,O,Z
437,Kalau,O,SC
437,mayoritas,O,NN
437,rakyat,O,NN
437,menentukan,O,VB
437,pilihan,O,NN
437,kepada,O,IN
437,Jokowi,PER,NNP
437,",",O,Z
437,memang,O,RB
437,paling,O,RB
437,baik,O,JJ
437,Golkar,ORG,NNP
437,ikut,O,VB
437,mendukung,O,VB
437,pemerintahan,O,NN
437,ini,O,PR
437,",",O,Z
437,"""",O,Z
437,jelas,O,VB
437,Siswono,PER,NNP
437,.,O,Z
438,Saat,O,NN
438,ini,O,PR
438,Golkar,ORG,NNP
438,menjadi,O,VB
438,salah,O,JJ
438,satu,O,CD
438,partai,O,NN
438,yang,O,SC
438,tergabung,O,VB
438,dalam,O,IN
438,Koalisi,O,NNP
438,Merah,O,NNP
438,Putih,O,NNP
438,secara,O,IN
438,permanen,O,NN
438,bersama,O,IN
438,Partai,ORG,NNP
438,Gerakan,ORG,NNP
438,Indonesia,ORG,NNP
438,Raya,ORG,NNP
438,",",O,Z
438,Partai,ORG,NNP
438,Persatuan,ORG,NNP
438,Pembangunan,ORG,NNP
438,",",O,Z
438,Partai,ORG,NNP
438,Amanat,ORG,NNP
438,Nasional,ORG,NNP
438,",",O,Z
438,dan,O,CC
438,Partai,ORG,NNP
438,Keadilan,ORG,NNP
438,Sejahtera,ORG,NNP
438,.,O,Z
439,Koalisi,O,NN
439,ini,O,PR
439,mengusung,O,VB
439,Prabowo,PER,NNP
439,Subianto-Hatta,PER,NNP
439,Rajasa,PER,NNP
439,sebagai,O,IN
439,calon,O,NN
439,presiden,O,NN
439,dan,O,CC
439,calon,O,NN
439,wakil,O,NN
439,presiden,O,NN
439,.,O,Z
440,Setelah,O,SC
440,Komisi,ORG,NNP
440,Pemilihan,ORG,NNP
440,Umum,ORG,NNP
440,(,ORG,Z
440,KPU,ORG,NNP
440,),ORG,Z
440,memutuskan,O,VB
440,Joko,PER,NNP
440,Widodo,PER,NNP
440,dan,O,CC
440,Jusuf,PER,NNP
440,Kalla,PER,NNP
440,sebagai,O,IN
440,presiden,O,NN
440,dan,O,CC
440,wakil,O,NN
440,presiden,O,NN
440,terpilih,O,VB
440,pada,O,IN
440,22,TIM,CD
440,Juli,TIM,NNP
440,2014,TIM,CD
440,",",O,Z
440,Prabowo-Hatta,PER,NNP
440,menggugat,O,VB
440,hasil,O,NN
440,tersebut,O,PR
440,ke,O,IN
440,Mahkamah,ORG,NNP
440,Konstitusi,ORG,NNP
440,.,O,Z
441,Putusan,O,NN
441,MK,ORG,NNP
441,akan,O,MD
441,dibacakan,O,VB
441,Kamis,TIM,NNP
441,",",TIM,Z
441,(,TIM,Z
441,21/8/2014,TIM,CD
441,),TIM,Z
441,.,O,Z
442,Badan,ORG,NNP
442,Kehormatan,ORG,NNP
442,Dewan,ORG,NNP
442,Perwakilan,ORG,NNP
442,Rakyat,ORG,NNP
442,tak,O,NEG
442,hanya,O,RB
442,meminta,O,VB
442,Pusat,O,NNP
442,Pelaporan,O,NNP
442,Analisis,O,NNP
442,dan,O,CC
442,Transaksi,O,NN
442,Keuangan,O,NN
442,menelusuri,O,VB
442,rekening,O,NN
442,sejumlah,O,CD
442,anggota,O,NN
442,DPR,ORG,NNP
442,.,O,Z
443,PPATK,ORG,NN
443,juga,O,RB
443,telah,O,MD
443,diminta,O,VB
443,menelusuri,O,VB
443,rekening,O,NN
443,pimpinan,O,NN
443,Dewan,O,NNP
443,.,O,Z
444,"""",O,Z
444,Sebab,O,NNP
444,yang,O,SC
444,diminta,O,VB
444,oleh,O,IN
444,Badan,ORG,NNP
444,Kehormatan,ORG,NNP
444,bukan,O,NEG
444,hanya,O,RB
444,satu,O,CD
444,nama,O,NN
444,.,O,Z
444,Termasuk,O,VB
444,pimpinan,O,NN
444,DPR,ORG,NNP
444,diminta,O,VB
444,juga,O,RB
444,oleh,O,IN
444,Badan,ORG,NNP
444,Kehormatan,ORG,NNP
444,",",O,Z
444,"""",O,Z
444,kata,O,VB
444,Wakil,O,NNP
444,Ketua,O,NNP
444,DPR,ORG,NNP
444,Pramono,PER,NNP
444,Anung,PER,NNP
444,di,O,IN
444,gedung,LOC,NN
444,DPR,LOC,NNP
444,",",O,Z
444,Selasa,TIM,NNP
444,20,TIM,CD
444,September,TIM,NNP
444,2011,TIM,CD
444,.,O,Z
445,Soal,O,NN
445,identitas,O,NN
445,anggota,O,NN
445,Dewan,O,NNP
445,yang,O,SC
445,dimintakan,O,VB
445,datanya,O,RB
445,ke,O,IN
445,PPATK,ORG,NNP
445,untuk,O,SC
445,ditelusuri,O,VB
445,",",O,Z
445,Pramono,PER,NNP
445,mengatakan,O,VB
445,hal,O,NN
445,tersebut,O,PR
445,tidak,O,NEG
445,dapat,O,MD
445,dibuka,O,VB
445,untuk,O,IN
445,publik,O,NN
445,",",O,Z
445,bahkan,O,RB
445,oleh,O,IN
445,pimpinan,O,NN
445,DPR,ORG,NNP
445,sekalipun,O,SC
445,.,O,Z
446,"""",O,Z
446,Kami,O,PRP
446,ingin,O,RB
446,meluruskan,O,VB
446,bahwa,O,SC
446,pimpinan,O,NN
446,sama,O,JJ
446,sekali,O,RB
446,tidak,O,NEG
446,punya,O,VB
446,kapasitas,O,NN
446,untuk,O,SC
446,mengumumkan,O,VB
446,nama,O,NN
446,tersebut,O,PR
446,dan,O,CC
446,tidak,O,NEG
446,ada,O,VB
446,tujuan,O,NN
446,kepada,O,IN
446,seseorang,O,NN
446,siapa,O,WH
446,pun,O,RP
446,orang,O,NN
446,itu,O,PR
446,",",O,Z
446,"""",O,Z
446,ujar,O,VB
446,dia,O,PRP
446,.,O,Z
447,PPATK,ORG,NNP
447,",",O,Z
447,Kamis,TIM,NNP
447,lalu,O,CC
447,",",O,Z
447,mengungkap,O,VB
447,ada,O,VB
447,21,O,CD
447,transaksi,O,NN
447,mencurigakan,O,VB
447,yang,O,SC
447,melibatkan,O,VB
447,seorang,O,NND
447,anggota,O,NN
447,Badan,ORG,NNP
447,Anggaran,ORG,NNP
447,DPR,ORG,NNP
447,.,O,Z
448,Namun,O,CC
448,",",O,Z
448,tak,O,NEG
448,diungkap,O,VB
448,siapakah,O,NN
448,anggota,O,NN
448,Dewan,O,NNP
448,yang,O,SC
448,dicurigai,O,VB
448,itu,O,PR
448,.,O,Z
449,Temuan,O,NN
449,ini,O,PR
449,juga,O,RB
449,telah,O,MD
449,disampaikan,O,VB
449,kepada,O,IN
449,DPR,ORG,NNP
449,",",O,Z
449,Kamis,TIM,NNP
449,lalu,O,CC
449,.,O,Z
450,Pimpinan,O,NNP
450,DPR,ORG,NNP
450,bahkan,O,RB
450,telah,O,MD
450,membahas,O,VB
450,temuan,O,NN
450,itu,O,PR
450,.,O,Z
451,Sumber,O,NNP
451,Tempo,ORG,NNP
451,di,O,IN
451,Senayan,LOC,NNP
451,menyebut,O,VB
451,",",O,Z
451,laporan,O,NN
451,itu,O,PR
451,ada,O,VB
451,kaitannya,O,RB
451,dengan,O,IN
451,laporan,O,NN
451,Ketua,ORG,NNP
451,DPR,ORG,NNP
451,kepada,O,IN
451,Badan,ORG,NNP
451,Kehormatan,ORG,NNP
451,terhadap,O,IN
451,anggota,O,NN
451,Badan,ORG,NNP
451,Anggaran,ORG,NNP
451,dari,O,IN
451,Fraksi,ORG,NNP
451,Partai,ORG,NNP
451,Amanat,ORG,NNP
451,Nasional,ORG,NNP
451,",",O,Z
451,Wa,PER,NNP
451,Ode,PER,NNP
451,Nurhayati,PER,NNP
451,.,O,Z
452,Adapun,O,IN
452,permintaan,O,NN
452,Ketua,O,NNP
452,DPR,ORG,NNP
452,itu,O,PR
452,muncul,O,VB
452,setelah,O,SC
452,Wa,PER,NNP
452,Ode,PER,NNP
452,membeberkan,O,VB
452,dugaan,O,NN
452,mafia,O,NN
452,anggaran,O,NN
452,oleh,O,IN
452,anggota,O,NN
452,dan,O,CC
452,pimpinan,O,NN
452,DPR,ORG,NNP
452,.,O,Z
453,Pramono,PER,NNP
453,mengatakan,O,VB
453,",",O,Z
453,laporan,O,NN
453,yang,O,SC
453,diberikan,O,VB
453,PPATK,ORG,NNP
453,kepada,O,IN
453,pimpinan,ORG,NN
453,DPR,ORG,NNP
453,memang,O,RB
453,berangkat,O,VB
453,dari,O,IN
453,permintaan,O,NN
453,Badan,ORG,NNP
453,Kehormatan,ORG,NNP
453,.,O,Z
454,Ketika,O,SC
454,itu,O,PR
454,Badan,ORG,NNP
454,Kehormatan,ORG,NNP
454,tidak,O,NEG
454,hanya,O,RB
454,meminta,O,VB
454,satu,O,CD
454,nama,O,NN
454,",",O,Z
454,melainkan,O,VB
454,sejumlah,O,CD
454,nama,O,NN
454,dan,O,CC
454,menyangkut,O,VB
454,21,O,CD
454,transaksi,O,NN
454,mencurigakan,O,VB
454,.,O,Z
455,"""",O,Z
455,Yang,O,SC
455,jelas,O,VB
455,pimpinan,O,NN
455,segera,O,RB
455,menyampaikan,O,VB
455,ini,O,PR
455,ke,O,IN
455,Badan,ORG,NNP
455,Kehormatan,ORG,NNP
455,dan,O,CC
455,kewenangan,O,NN
455,selanjutnya,O,RB
455,ada,O,VB
455,pada,O,IN
455,Badan,ORG,NNP
455,Kehormatan,ORG,NNP
455,sesuai,O,JJ
455,dengan,O,IN
455,surat,O,NN
455,ketika,O,SC
455,diminta,O,VB
455,",",O,Z
455,"""",O,Z
455,kata,O,VB
455,dia,O,PRP
455,.,O,Z
456,Partai,ORG,NNP
456,Golkar,ORG,NNP
456,berharap,O,VB
456,",",ORG,Z
456,proses,ORG,NN
456,pelaksanaan,ORG,NN
456,Pemilu,ORG,NNP
456,2014,ORG,CD
456,mendatang,ORG,VB
456,adalah,O,VB
456,Pemilu,O,NN
456,terakhir,O,OD
456,menuju,O,VB
456,sistem,O,NN
456,pemerintahan,O,NN
456,presidensial,O,JJ
456,yang,O,SC
456,sesungguhnya,O,RB
456,.,O,Z
457,Pasca,O,NNP
457,Pemilu,O,NNP
457,2014,O,CD
457,",",O,Z
457,diharapkan,O,VB
457,oleh,O,IN
457,Golkar,ORG,NNP
457,tak,O,NEG
457,terjadi,O,VB
457,lembaga-lembaga,O,NN
457,anomali,O,NN
457,lagi,O,RB
457,",",O,Z
457,seperti,O,IN
457,keberadaan,O,NN
457,Sekretariat,ORG,NNP
457,Gabungan,ORG,NNP
457,(,O,Z
457,Setgab,O,NNP
457,),O,Z
457,seperti,O,IN
457,saat,O,NN
457,ini,O,PR
457,.,O,Z
458,"""",O,Z
458,Pemilu,O,NNP
458,2014,O,CD
458,adalah,O,VB
458,pemilu,O,NN
458,terakhir,O,OD
458,menuju,O,VB
458,sistem,O,NN
458,presidensial,O,JJ
458,yang,O,SC
458,sesungguhnya,O,RB
458,.,O,Z
458,Pemilu,O,NNP
458,yang,O,SC
458,ke,O,IN
458,empat,O,CD
458,dalam,O,IN
458,rangka,O,NN
458,konsolidasi,O,NN
458,demokrasi,O,NN
458,dan,O,CC
458,menghapuskan,O,VB
458,adanya,O,NN
458,anomali-anomali,O,NN
458,",",O,Z
458,seperti,O,IN
458,Sekretariat,O,NNP
458,Gabungan,O,NNP
458,dan,O,CC
458,lain,O,JJ
458,sebagainya,O,RB
458,",",O,Z
458,"""",O,Z
458,kata,O,VB
458,Sekertaris,ORG,NNP
458,tim,ORG,NNP
458,Bidang,ORG,NNP
458,Politik,ORG,NNP
458,DPP,ORG,NNP
458,Partai,ORG,NNP
458,Golkar,ORG,NNP
458,",",O,Z
458,Agun,PER,NNP
458,Gunanjar,PER,NNP
458,Sudarsa,PER,NNP
458,di,O,IN
458,DPR,LOC,NNP
458,",",O,Z
458,Kamis,TIM,NNP
458,(,TIM,Z
458,16/06/2011,TIM,CD
458,),TIM,Z
458,.,O,Z
459,Agun,PER,NNP
459,menegaskan,O,VB
459,",",O,Z
459,partainya,O,RB
459,berharap,O,VB
459,tahun,O,NN
459,ini,O,PR
459,juga,O,RB
459,dapat,O,MD
459,diputuskan,O,VB
459,seluruh,O,CD
459,paket,O,NN
459,Undang-undang,O,NNP
459,Pemilu,O,NNP
459,Termasuk,O,NNP
459,Undang-undang,O,NNP
459,Partai,O,NNP
459,politik,O,NN
459,.,O,Z
460,"""",O,Z
460,Apabila,O,SC
460,belum,O,NEG
460,ada,O,VB
460,substansi,O,NN
460,yang,O,SC
460,belum,O,NEG
460,mengerucut,O,VB
460,",",O,Z
460,atau,O,CC
460,ada,O,VB
460,kesepakatan,O,NN
460,.,O,Z
460,Harus,O,NNP
460,ada,O,VB
460,alternatif-alternatif,O,JJ
460,untuk,O,SC
460,kemudian,O,CC
460,diputuskan,O,VB
460,melalui,O,IN
460,sidang,O,NN
460,paripurna,O,JJ
460,",",O,Z
460,"""",O,Z
460,Agun,PER,NNP
460,menjelaskan,O,VB
460,.,O,Z
461,Sementara,O,SC
461,itu,O,PR
461,",",O,Z
461,Wakil,O,NNP
461,Ketua,O,NNP
461,Komisi,O,NNP
461,II,O,NNP
461,DPR,ORG,NNP
461,yang,O,SC
461,Ida,PER,NNP
461,Fauziah,PER,NNP
461,mengakui,O,VB
461,saat,O,NN
461,ini,O,PR
461,memang,O,RB
461,belum,O,NEG
461,ada,O,VB
461,kesepakatan,O,NN
461,dari,O,IN
461,seluruh,O,CD
461,fraksi-fraksi,O,NN
461,di,O,IN
461,DPR,ORG,NNP
461,terkait,O,VB
461,penetapan,O,NN
461,ambang,O,NN
461,batas,O,NN
461,suara,O,NN
461,",",O,Z
461,parliamentary,O,FW
461,threshold,O,FW
461,(,O,Z
461,PT,O,NNP
461,),O,Z
461,.,O,Z
462,Untuk,O,SC
462,itu,O,PR
462,",",O,Z
462,kemudian,O,CC
462,dilakukan,O,VB
462,beberapa,O,CD
462,alternatif,O,NN
462,usulan,O,NN
462,untuk,O,SC
462,kemudian,O,CC
462,dibawa,O,VB
462,ke,O,IN
462,Paripurna,O,NNP
462,DPR,ORG,NNP
462,yang,O,SC
462,kemudian,O,CC
462,diputuskan,O,VB
462,.,O,Z
463,Untuk,O,SC
463,PT,O,NNP
463,opsi,O,NN
463,pertama,O,OD
463,",",O,Z
463,ambang,O,NN
463,batas,O,NN
463,3,O,CD
463,persen,O,CD
463,pendapatan,O,NN
463,suara,O,NN
463,nasional,O,JJ
463,.,O,Z
464,Opsi,O,NN
464,kedua,O,OD
464,ambang,O,VB
464,batas,O,NN
464,2.5,O,CD
464,sampai,O,IN
464,5,O,CD
464,persen,O,CD
464,.,O,Z
465,Rencananya,O,RB
465,",",O,Z
465,Senin,TIM,NNP
465,(,TIM,Z
465,20/6/2011,TIM,CD
465,),TIM,Z
465,akan,O,MD
465,diplenokan,O,VB
465,untuk,O,SC
465,kemudian,O,CC
465,dibawa,O,VB
465,ke,O,IN
465,Paripurna,O,NNP
465,.,O,Z
466,Lalu,O,CC
466,keputusannya,O,RB
466,dibawa,O,VB
466,ke,O,IN
466,pemerintah,O,NN
466,",",O,Z
466,kemudian,O,CC
466,dibahas,O,VB
466,bersama,O,IN
466,",",O,Z
466,"""",O,Z
466,kata,O,VB
466,Ida,PER,NNP
466,Fauziah,PER,NNP
466,.,O,Z
467,Setelah,O,SC
467,menyelesaikan,O,VB
467,uji,O,NN
467,kelayakan,O,NN
467,dan,O,CC
467,kepatutan,O,NN
467,terhadap,O,IN
467,delapan,O,CD
467,calon,O,NN
467,pimpinan,O,NN
467,(,O,Z
467,capim,O,NN
467,),O,Z
467,Komisi,ORG,NNP
467,Pemberantasan,ORG,NNP
467,Korupsi,ORG,NNP
467,",",O,Z
467,fraksi-fraksi,O,NN
467,mulai,O,VB
467,mengantongi,O,VB
467,nama,O,NN
467,capim,O,NN
467,yang,O,SC
467,akan,O,MD
467,dipilih,O,VB
467,.,O,Z
468,Satu,O,CD
468,capim,O,NN
468,yang,O,SC
468,bulat,O,NN
468,diterima,O,VB
468,sembilan,O,CD
468,fraksi,O,NN
468,di,O,IN
468,Komisi,ORG,NNP
468,III,ORG,NNP
468,DPR,ORG,NNP
468,adalah,O,VB
468,Bambang,PER,NNP
468,Widjojanto,PER,NNP
468,.,O,Z
469,Seperti,O,IN
469,dikatakan,O,VB
469,",",O,Z
469,anggota,O,NN
469,Komisi,O,NNP
469,III,O,NNP
469,dari,O,IN
469,Fraksi,ORG,NNP
469,Partai,ORG,NNP
469,Demokrat,ORG,NNP
469,Saan,PER,NNP
469,Mustopa,PER,NNP
469,di,O,IN
469,Kompleks,LOC,NNP
469,Parlemen,LOC,NNP
469,",",LOC,Z
469,Senayan,LOC,NNP
469,",",LOC,Z
469,Jakarta,LOC,NNP
469,",",O,Z
469,Jumat,TIM,NNP
469,(,TIM,Z
469,2/12/2011,TIM,CD
469,),TIM,Z
469,",",O,Z
469,ada,O,VB
